کانسپت,برند,دسته,آیتم,قیمت (تومان)
(رویال)کباب ایرانی,ارکیده سعادت اباد,,یک پرس زرشک پلو,116000
(رویال)کباب ایرانی,ارکیده سعادت اباد,,سبز و سس تری‌یاکی,710000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,میکس مزه دو نفره,850000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,راک شریمپ,1250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم تیرامیسو,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,چیکن تریاکی,1150000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,کرانچی سالمون رول,2350000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,بیف تریاکی,1350000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,نودل سیشوان با گوشت گوساله,850000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,edemame,950000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,کرانچی شریمپ رول,2100000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم لوتوس,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,نودل لومین با مرغ,750000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم بادام زمینی,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم اورئو,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم توت فرنگی,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پرطرفدارها,موچی طعم انبه,250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,چیکن کاتسو کاری,1320000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,بشقاب مزه میکس چاپ چاپ شصت عدد,7800000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,مرغ کاری,1150000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,چاپ چاپ پلاتر سی و دو عدد,8100000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,راک اند رول,2050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,نودل سیشوان با مرغ,750000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,برنج لومین میگو,900000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,تخفیف‌دارها,سالمون آووکادو رول,2250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,کیمچی,490000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,دامپلینگ بخار پز گوشت,950000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,بال مرغ تریاکی,470000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,اسپرینگ رول سبزیجات,425000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,بال مرغ چاپ چاپ,470000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,بال مرغ پرتقالی,470000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,میگو پانکو با سس تند,950000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,میگو واسابی,1200000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,دامپلینگ گوشت (سرخ شده),940000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,بال مرغ کنجدی,495000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,پیراشکی ژاپنی (گیوزا),530000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,پیش غذا,جینجر,350000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد مخلوط دریایی,1300000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,تای بیف سالاد,1050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد سالمون آووکادو,1700000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد میگو و آووکادو,900000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد کرفس و میگو,990000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد سوریمی,1500000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,چاینیز سالاد,950000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد نودل مرغ,880000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سالاد,سالاد سبز,750000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ سوریمی و ذرت,720000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ بیف تند و ترش,650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,تام یام,750000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ کره و لیمو,750000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ میسو,620000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ نودل مرغ چاپ چاپ,650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوپ,سوپ مرغ و ذرت,650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,چیکن پاپ کورن,1050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,سی بس فیش سوخاری,1550000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,شیریمپ تریاکی,1600000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,پانکو استیک,1450000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,مرغ پرتقالی,1150000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,میگو ترش و شیرین,1600000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,سی بس فیش (سرخ شده),1550000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,چیکن چیلی,1150000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,مونگولین بیف,1300000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,مرغ ترش و شیرین,1100000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,استیک بلک پپر,1400000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,بیف بروکلی,1400000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,بولگوگی,1400000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,استیک سالمون چاپ چاپ,3500000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,غذای اصلی,استیک مرغ,1150000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),بیف کاتسو رول,1890000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),رویال ماکی,1760000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),كوكد تونا رول,1320000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),چاپ چاپ رول,2400000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),وگان رول,1650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),کریسپی کالیفرنیا رول,1820000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),کریسپی شریمپ رول,1700000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),کاتسو رول,1650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),دراگون رول,2050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),توبیگو کالیفرنیا رول,1850000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),اینگرید رول,1900000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),فیلادلفیا رول,2250000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),کاتر پیلار رول,2000000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),اسپایسی سالمون رول,2350000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),تورچ سالمون رول,2050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),رین بو رول,1950000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),سالمون منگو رول,1925000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),اسپایسی تونا رول,2350000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),اسموک سالمون رول,2050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی اوراماکی رول (8 عدد),کریزی سوریمی رول,1800000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),فوتو ماکی رول,2145000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),سوریمی ماکی رول,1375000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),ولکانو رول,1760000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),رویال ماکی رول (8 عدد),1760000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),وجی ماکی رول,1050000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),شریمپ ماکی رول,1430000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),سالمون ماکی رول,1650000
تایلندی و ایتالیایی(روماتای),چاپ چاپ,سوشی ماکی رول (6 عدد),تونا ماکی رول,1650000
